"Peak1","Peak2","coaccess"
"chr2:146299857-146302962","chr2:146289336-146291714",0.375406206562419
"chr2:146299857-146302962","chr2:146324053-146325730",0.567618927042605
"chr2:146299857-146302962","chr2:146330382-146332371",0.662916249700183
"chr2:146299857-146302962","chr2:146347667-146348687",0.498253696752388
"chr2:146299857-146302962","chr2:146384548-146385019",0.206481835611771
"chr2:146299857-146302962","chr2:146414355-146415490",0.251815672836547
"chr2:146299857-146302962","chr2:146547427-146550142",0.605742832884049
"chr2:146299857-146302962","chr2:146646313-146647272",0.2747306303616
"chr2:146299857-146302962","chr2:146710513-146711305",0.314158973638508
"chr2:146299857-146302962","chr2:146722542-146725013",0.317939760116775
"chr2:146309287-146310789","chr2:146044916-146046378",0.625794266747445
"chr2:146309287-146310789","chr2:146058301-146059624",0.310479091324951
"chr2:146309287-146310789","chr2:146061389-146064017",0.273226342192251
"chr2:146309287-146310789","chr2:146101837-146103098",0.492444006418254
"chr2:146309287-146310789","chr2:146105699-146106232",0.263605038534296
"chr2:146309287-146310789","chr2:146109761-146110741",0.301539853110809
"chr2:146309287-146310789","chr2:146148664-146150298",0.652793339430343
"chr2:146309287-146310789","chr2:146168019-146169595",0.361040147165232
"chr2:146309287-146310789","chr2:146173815-146174959",0.374746024557366
"chr2:146309287-146310789","chr2:146183670-146185099",0.398160860925068
"chr2:146309287-146310789","chr2:146225224-146228909",0.224514543944961
"chr2:146309287-146310789","chr2:146250313-146251012",0.401264888061604
"chr2:146309287-146310789","chr2:146256238-146263352",0.257580393443337
"chr2:146309287-146310789","chr2:146277814-146281381",0.461337165368967
"chr2:146309287-146310789","chr2:146287461-146288035",0.443189911577564
"chr2:146309287-146310789","chr2:146289336-146291714",0.658577950835
"chr2:146309287-146310789","chr2:146330382-146332371",0.305105353236876
"chr2:146309287-146310789","chr2:146362924-146363519",0.452279975595719
"chr2:146309287-146310789","chr2:146414355-146415490",0.425950043039897
"chr2:146309287-146310789","chr2:146428705-146430155",0.243765023777044
"chr2:146309287-146310789","chr2:146496657-146497275",0.355089594141828
"chr2:146309287-146310789","chr2:146501582-146503511",0.313049013655137
"chr2:146324053-146325730","chr2:146015374-146016206",0.290674054082562
"chr2:146324053-146325730","chr2:146061389-146064017",0.497027665643078
"chr2:146324053-146325730","chr2:146250313-146251012",0.259080736751616
"chr2:146324053-146325730","chr2:146256238-146263352",0.424921968387999
"chr2:146324053-146325730","chr2:146277814-146281381",0.457601345733197
"chr2:146324053-146325730","chr2:146287461-146288035",0.262573724129619
"chr2:146324053-146325730","chr2:146289336-146291714",0.319688200899818
"chr2:146324053-146325730","chr2:146299857-146302962",0.567618927042605
"chr2:146324053-146325730","chr2:146330382-146332371",0.640906379168126
"chr2:146324053-146325730","chr2:146347667-146348687",0.662232979432337
"chr2:146324053-146325730","chr2:146414355-146415490",0.264019012281937
"chr2:146324053-146325730","chr2:146547427-146550142",0.66572882847656
"chr2:146324053-146325730","chr2:146646313-146647272",0.23902201925532
"chr2:146324053-146325730","chr2:146722542-146725013",0.205520644424414
"chr2:146330382-146332371","chr2:146015374-146016206",0.45302036223019
"chr2:146330382-146332371","chr2:146044916-146046378",0.250312358244499
"chr2:146330382-146332371","chr2:146061389-146064017",0.655866536447549
"chr2:146330382-146332371","chr2:146168019-146169595",0.326606888400444
"chr2:146330382-146332371","chr2:146183670-146185099",0.3409171102165
"chr2:146330382-146332371","chr2:146225224-146228909",0.2111355811912
"chr2:146330382-146332371","chr2:146250313-146251012",0.438850194151563
"chr2:146330382-146332371","chr2:146256238-146263352",0.608565140767775
"chr2:146330382-146332371","chr2:146277814-146281381",0.724145221871403
"chr2:146330382-146332371","chr2:146287461-146288035",0.470903558495679
"chr2:146330382-146332371","chr2:146289336-146291714",0.595538018267669
"chr2:146330382-146332371","chr2:146299857-146302962",0.662916249700183
"chr2:146330382-146332371","chr2:146309287-146310789",0.305105353236876
"chr2:146330382-146332371","chr2:146324053-146325730",0.640906379168126
"chr2:146330382-146332371","chr2:146347667-146348687",0.660826139696643
"chr2:146330382-146332371","chr2:146384548-146385019",0.208459711555073
"chr2:146330382-146332371","chr2:146414355-146415490",0.496137175080613
"chr2:146330382-146332371","chr2:146496657-146497275",0.220088328266169
"chr2:146330382-146332371","chr2:146547427-146550142",0.842335810897379
"chr2:146330382-146332371","chr2:146646313-146647272",0.318137661992985
"chr2:146330382-146332371","chr2:146710513-146711305",0.256459162598724
"chr2:146347667-146348687","chr2:146015374-146016206",0.286945241885218
"chr2:146347667-146348687","chr2:146061389-146064017",0.468189351649222
"chr2:146347667-146348687","chr2:146250313-146251012",0.204722154384925
"chr2:146347667-146348687","chr2:146256238-146263352",0.448796004731842
"chr2:146347667-146348687","chr2:146277814-146281381",0.402854973078011
"chr2:146347667-146348687","chr2:146289336-146291714",0.227390147076937
"chr2:146347667-146348687","chr2:146299857-146302962",0.498253696752388
"chr2:146347667-146348687","chr2:146324053-146325730",0.662232979432337
"chr2:146347667-146348687","chr2:146330382-146332371",0.660826139696643
"chr2:146347667-146348687","chr2:146414355-146415490",0.234621102499963
"chr2:146347667-146348687","chr2:146547427-146550142",0.741264092870755
"chr2:146347667-146348687","chr2:146646313-146647272",0.232173442944234
"chr2:146362924-146363519","chr2:146044916-146046378",0.349057607284442
"chr2:146362924-146363519","chr2:146101837-146103098",0.268630100413392
"chr2:146362924-146363519","chr2:146148664-146150298",0.411095495876356
"chr2:146362924-146363519","chr2:146173815-146174959",0.20148230549788
"chr2:146362924-146363519","chr2:146183670-146185099",0.204153366520162
"chr2:146362924-146363519","chr2:146277814-146281381",0.22255747991363
"chr2:146362924-146363519","chr2:146287461-146288035",0.211804357611871
"chr2:146362924-146363519","chr2:146289336-146291714",0.30607716540182
"chr2:146362924-146363519","chr2:146309287-146310789",0.452279975595719
"chr2:146362924-146363519","chr2:146414355-146415490",0.213471200842469
"chr2:146384548-146385019","chr2:146299857-146302962",0.206481835611771
"chr2:146384548-146385019","chr2:146330382-146332371",0.208459711555073
"chr2:146398080-146398878","chr2:146051039-146052122",0.237715509311152
"chr2:146414355-146415490","chr2:146015374-146016206",0.240936771637589
"chr2:146414355-146415490","chr2:146044916-146046378",0.340573806223871
"chr2:146414355-146415490","chr2:146061389-146064017",0.399853416634214
"chr2:146414355-146415490","chr2:146101837-146103098",0.270301454337687
"chr2:146414355-146415490","chr2:146105699-146106232",0.224979964030203
"chr2:146414355-146415490","chr2:146148664-146150298",0.375364932407502
"chr2:146414355-146415490","chr2:146168019-146169595",0.288058247078395
"chr2:146414355-146415490","chr2:146183670-146185099",0.302188220540617
"chr2:146414355-146415490","chr2:146225224-146228909",0.213815721170736
"chr2:146414355-146415490","chr2:146250313-146251012",0.344423401641447
"chr2:146414355-146415490","chr2:146256238-146263352",0.406844193648002
"chr2:146414355-146415490","chr2:146277814-146281381",0.520490944306768
"chr2:146414355-146415490","chr2:146287461-146288035",0.370162852127048
"chr2:146414355-146415490","chr2:146289336-146291714",0.476597318748754
"chr2:146414355-146415490","chr2:146299857-146302962",0.251815672836547
"chr2:146414355-146415490","chr2:146309287-146310789",0.425950043039897
"chr2:146414355-146415490","chr2:146324053-146325730",0.264019012281937
"chr2:146414355-146415490","chr2:146330382-146332371",0.496137175080613
"chr2:146414355-146415490","chr2:146347667-146348687",0.234621102499963
"chr2:146414355-146415490","chr2:146362924-146363519",0.213471200842469
"chr2:146414355-146415490","chr2:146496657-146497275",0.214846719181137
"chr2:146414355-146415490","chr2:146501582-146503511",0.202951171665583
"chr2:146414355-146415490","chr2:146547427-146550142",0.401398343060539
"chr2:146422756-146423721","chr2:146173815-146174959",0.28035108752767
"chr2:146428705-146430155","chr2:146044916-146046378",0.220507463978742
"chr2:146428705-146430155","chr2:146148664-146150298",0.336147300133298
"chr2:146428705-146430155","chr2:146173815-146174959",0.264306935903874
"chr2:146428705-146430155","chr2:146309287-146310789",0.243765023777044
"chr2:146456564-146457210","chr2:146051039-146052122",0.252398158639809
"chr2:146456564-146457210","chr2:146173815-146174959",0.339762822655048
"chr2:146456564-146457210","chr2:146501582-146503511",0.352789593340132
"chr2:146496657-146497275","chr2:146044916-146046378",0.276121908256319
"chr2:146496657-146497275","chr2:146148664-146150298",0.256684260425668
"chr2:146496657-146497275","chr2:146183670-146185099",0.202544575967041
"chr2:146496657-146497275","chr2:146250313-146251012",0.218643425023831
"chr2:146496657-146497275","chr2:146277814-146281381",0.309043334588051
"chr2:146496657-146497275","chr2:146287461-146288035",0.239242515001393
"chr2:146496657-146497275","chr2:146289336-146291714",0.312860055377492
"chr2:146496657-146497275","chr2:146309287-146310789",0.355089594141828
"chr2:146496657-146497275","chr2:146330382-146332371",0.220088328266169
"chr2:146496657-146497275","chr2:146414355-146415490",0.214846719181137
"chr2:146501582-146503511","chr2:146309287-146310789",0.313049013655137
"chr2:146501582-146503511","chr2:146414355-146415490",0.202951171665583
"chr2:146501582-146503511","chr2:146456564-146457210",0.352789593340132
"chr2:146501582-146503511","chr2:146814863-146815531",0.205367333506895
"chr2:146510416-146512906","chr2:146763038-146765612",0.202833197858905
"chr2:146510416-146512906","chr2:146832365-146840059",0.20127473487028
"chr2:146510416-146512906","chr2:146855101-146856792",0.216243133557509
"chr2:146547427-146550142","chr2:146250313-146251012",0.373997688309279
"chr2:146547427-146550142","chr2:146256238-146263352",0.59083653332978
"chr2:146547427-146550142","chr2:146277814-146281381",0.616024644828664
"chr2:146547427-146550142","chr2:146287461-146288035",0.369241615293707
"chr2:146547427-146550142","chr2:146289336-146291714",0.465689508873265
"chr2:146547427-146550142","chr2:146299857-146302962",0.605742832884049
"chr2:146547427-146550142","chr2:146324053-146325730",0.66572882847656
"chr2:146547427-146550142","chr2:146330382-146332371",0.842335810897379
"chr2:146547427-146550142","chr2:146347667-146348687",0.741264092870755
"chr2:146547427-146550142","chr2:146414355-146415490",0.401398343060539
"chr2:146547427-146550142","chr2:146646313-146647272",0.306134593663577
"chr2:146547427-146550142","chr2:146710513-146711305",0.214706614491553
"chr2:146547427-146550142","chr2:146763038-146765612",0.252571998660728
"chr2:146547427-146550142","chr2:146786971-146788290",0.448816536515657
"chr2:146547427-146550142","chr2:146810599-146811188",0.328909983791805
"chr2:146547427-146550142","chr2:146883883-146885150",0.435910117426205
"chr2:146621124-146621722","chr2:146763038-146765612",0.221447488862085
"chr2:146646313-146647272","chr2:146256238-146263352",0.208654545437716
"chr2:146646313-146647272","chr2:146277814-146281381",0.312683225756819
"chr2:146646313-146647272","chr2:146289336-146291714",0.210581492724849
"chr2:146646313-146647272","chr2:146299857-146302962",0.2747306303616
"chr2:146646313-146647272","chr2:146324053-146325730",0.23902201925532
"chr2:146646313-146647272","chr2:146330382-146332371",0.318137661992985
"chr2:146646313-146647272","chr2:146347667-146348687",0.232173442944234
"chr2:146646313-146647272","chr2:146547427-146550142",0.306134593663577
"chr2:146686091-146686574","chr2:146277814-146281381",0.242082628462636
"chr2:146686091-146686574","chr2:146289336-146291714",0.256167387070939
"chr2:146710513-146711305","chr2:146299857-146302962",0.314158973638508
"chr2:146710513-146711305","chr2:146330382-146332371",0.256459162598724
"chr2:146710513-146711305","chr2:146547427-146550142",0.214706614491553
"chr2:146710513-146711305","chr2:146763038-146765612",0.225783779194452
"chr2:146722542-146725013","chr2:146299857-146302962",0.317939760116775
"chr2:146722542-146725013","chr2:146324053-146325730",0.205520644424414
"chr2:146722542-146725013","chr2:146763038-146765612",0.381341279609729
"chr2:146722542-146725013","chr2:146832365-146840059",0.463813611963996
"chr2:146722542-146725013","chr2:146958004-146960190",0.324410614872274
"chr2:146763038-146765612","chr2:146510416-146512906",0.202833197858905
"chr2:146763038-146765612","chr2:146547427-146550142",0.252571998660728
"chr2:146763038-146765612","chr2:146621124-146621722",0.221447488862085
"chr2:146763038-146765612","chr2:146710513-146711305",0.225783779194452
"chr2:146763038-146765612","chr2:146722542-146725013",0.381341279609729
"chr2:146763038-146765612","chr2:146823226-146824406",0.228002565248137
"chr2:146763038-146765612","chr2:146832365-146840059",0.254859326923935
"chr2:146763038-146765612","chr2:147073905-147074751",0.205557261016406
"chr2:146786971-146788290","chr2:146547427-146550142",0.448816536515657
"chr2:146786971-146788290","chr2:147073905-147074751",0.32466487422138
"chr2:146810599-146811188","chr2:146547427-146550142",0.328909983791805
"chr2:146814863-146815531","chr2:146501582-146503511",0.205367333506895
"chr2:146823226-146824406","chr2:146763038-146765612",0.228002565248137
"chr2:146832365-146840059","chr2:146510416-146512906",0.20127473487028
"chr2:146832365-146840059","chr2:146722542-146725013",0.463813611963996
"chr2:146832365-146840059","chr2:146763038-146765612",0.254859326923935
"chr2:146832365-146840059","chr2:146958004-146960190",0.478267141810126
"chr2:146855101-146856792","chr2:146510416-146512906",0.216243133557509
"chr2:146883883-146885150","chr2:146547427-146550142",0.435910117426205
"chr2:146883883-146885150","chr2:147073905-147074751",0.252420656408989
"chr2:146958004-146960190","chr2:146722542-146725013",0.324410614872274
"chr2:146958004-146960190","chr2:146832365-146840059",0.478267141810126
"chr2:147073905-147074751","chr2:146763038-146765612",0.205557261016406
"chr2:147073905-147074751","chr2:146786971-146788290",0.32466487422138
"chr2:147073905-147074751","chr2:146883883-146885150",0.252420656408989
"chr2:147073905-147074751","chr2:147256700-147257159",0.212985644881588
"chr2:147073905-147074751","chr2:147297717-147299120",0.694394362125498
"chr2:147180448-147190917","chr2:147297717-147299120",0.234265237871372
"chr2:147256700-147257159","chr2:147073905-147074751",0.212985644881588
"chr2:147256700-147257159","chr2:147297717-147299120",0.30672144893235
"chr2:147297717-147299120","chr2:147073905-147074751",0.694394362125498
"chr2:147297717-147299120","chr2:147180448-147190917",0.234265237871372
"chr2:147297717-147299120","chr2:147256700-147257159",0.30672144893235
"chr2:147738099-147738931","chr2:147751524-147753704",0.262387120917593
"chr2:147751524-147753704","chr2:147738099-147738931",0.262387120917593
"chr2:147876096-147878545","chr2:148085046-148085934",0.274604822243086
"chr2:148085046-148085934","chr2:147876096-147878545",0.274604822243086
"chr2:148292865-148293388","chr2:148731199-148733364",0.261982377740414
"chr2:148394789-148396487","chr2:148731199-148733364",0.294636730992132
"chr2:148405926-148409737","chr2:148644521-148645098",0.214757591080835
"chr2:14846655-14847593","chr2:14616219-14616837",0.240342928424737
"chr2:148644521-148645098","chr2:148405926-148409737",0.214757591080835
"chr2:148644521-148645098","chr2:148671738-148673443",0.398916076557977
"chr2:148644521-148645098","chr2:148677456-148682200",0.281637143027758
"chr2:148644521-148645098","chr2:148874105-148876158",0.229849886298191
"chr2:148671738-148673443","chr2:148644521-148645098",0.398916076557977
"chr2:148671738-148673443","chr2:148677456-148682200",0.53380057278485
"chr2:148671738-148673443","chr2:148731199-148733364",0.224211563685002
"chr2:148671738-148673443","chr2:148751820-148752935",0.247940453077223
"chr2:148677456-148682200","chr2:148644521-148645098",0.281637143027758
"chr2:148677456-148682200","chr2:148671738-148673443",0.53380057278485
"chr2:148731199-148733364","chr2:148292865-148293388",0.261982377740414
"chr2:148731199-148733364","chr2:148394789-148396487",0.294636730992132
"chr2:148731199-148733364","chr2:148671738-148673443",0.224211563685002
"chr2:148751820-148752935","chr2:148671738-148673443",0.247940453077223
"chr2:148850960-148851811","chr2:148889214-148890819",0.291391214140161
"chr2:148874105-148876158","chr2:148644521-148645098",0.229849886298191
"chr2:148889214-148890819","chr2:148850960-148851811",0.291391214140161
"chr2:148889214-148890819","chr2:148902169-148902824",0.338834227291436
"chr2:148902169-148902824","chr2:148889214-148890819",0.338834227291436
"chr2:149614016-149614863","chr2:149768271-149769432",0.276959050537374
"chr2:149666284-149667031","chr2:149768271-149769432",0.53568022216585
"chr2:149666284-149667031","chr2:149973471-149974089",0.207295680014044
"chr2:149737256-149738272","chr2:149739583-149740470",0.522375538378466
"chr2:149739583-149740470","chr2:149737256-149738272",0.522375538378466
"chr2:149748405-149748797","chr2:149768271-149769432",0.257388460996506
"chr2:149768271-149769432","chr2:149614016-149614863",0.276959050537374
"chr2:149768271-149769432","chr2:149666284-149667031",0.53568022216585
"chr2:149768271-149769432","chr2:149748405-149748797",0.257388460996506
"chr2:149768271-149769432","chr2:149973471-149974089",0.386980740136387
"chr2:149815601-149815755","chr2:149829909-149832482",0.399585420115762
"chr2:149815601-149815755","chr2:149997733-149998011",0.520708553612914
"chr2:149815601-149815755","chr2:150023735-150024374",0.319229586686347
"chr2:149829909-149832482","chr2:149815601-149815755",0.399585420115762
"chr2:149829909-149832482","chr2:149997733-149998011",0.3115322255361
"chr2:149973471-149974089","chr2:149666284-149667031",0.207295680014044
"chr2:149973471-149974089","chr2:149768271-149769432",0.386980740136387
"chr2:149997733-149998011","chr2:149815601-149815755",0.520708553612914
"chr2:149997733-149998011","chr2:149829909-149832482",0.3115322255361
"chr2:149997733-149998011","chr2:150023735-150024374",0.272288628294803
"chr2:150023735-150024374","chr2:149815601-149815755",0.319229586686346
"chr2:150023735-150024374","chr2:149997733-149998011",0.272288628294803
"chr2:150310835-150312047","chr2:150748385-150750756",0.234394030820188
"chr2:150607768-150609946","chr2:150748385-150750756",0.254728489654242
"chr2:150634832-150635275","chr2:150636618-150638358",0.268327959787228
"chr2:150634832-150635275","chr2:150647613-150649425",0.272578633454799
"chr2:150636618-150638358","chr2:150634832-150635275",0.268327959787228
"chr2:150636618-150638358","chr2:150647613-150649425",0.310921381168243
"chr2:150636618-150638358","chr2:150662862-150664285",0.361052487293087
"chr2:150643373-150644838","chr2:150657248-150658258",0.604451287076865
"chr2:150643373-150644838","chr2:150665476-150668879",0.380855335940447
"chr2:150643373-150644838","chr2:150735369-150736684",0.240088423214342
"chr2:150643373-150644838","chr2:150765461-150766166",0.63798885690209
"chr2:150643373-150644838","chr2:150807976-150808930",0.254152135129758
"chr2:150643373-150644838","chr2:150844757-150845355",0.244768013282544
"chr2:150643373-150644838","chr2:150903587-150905487",0.274553990769028
"chr2:150647613-150649425","chr2:150634832-150635275",0.272578633454799
"chr2:150647613-150649425","chr2:150636618-150638358",0.310921381168243
"chr2:150647613-150649425","chr2:150662862-150664285",0.454298720580266
"chr2:150647613-150649425","chr2:150671558-150672070",0.354413824773667
"chr2:150657248-150658258","chr2:150643373-150644838",0.604451287076865
"chr2:150657248-150658258","chr2:150662862-150664285",0.220581072936735
"chr2:150657248-150658258","chr2:150665476-150668879",0.201849231075454
"chr2:150657248-150658258","chr2:150765461-150766166",0.491236163630666
"chr2:150660385-150662101","chr2:150687889-150690510",0.201980990395414
"chr2:150660385-150662101","chr2:150735369-150736684",0.218941298734578
"chr2:150660385-150662101","chr2:150770193-150773267",0.366481017974914
"chr2:150662862-150664285","chr2:150636618-150638358",0.361052487293087
"chr2:150662862-150664285","chr2:150647613-150649425",0.454298720580266
"chr2:150662862-150664285","chr2:150657248-150658258",0.220581072936735
"chr2:150662862-150664285","chr2:150671558-150672070",0.319342033380961
"chr2:150662862-150664285","chr2:150775504-150776210",0.207216659842069
"chr2:150665476-150668879","chr2:150643373-150644838",0.380855335940447
"chr2:150665476-150668879","chr2:150657248-150658258",0.201849231075454
"chr2:150665476-150668879","chr2:150765461-150766166",0.23851406484785
"chr2:150671558-150672070","chr2:150647613-150649425",0.354413824773667
"chr2:150671558-150672070","chr2:150662862-150664285",0.319342033380961
"chr2:150687889-150690510","chr2:150660385-150662101",0.201980990395414
"chr2:150687889-150690510","chr2:150735369-150736684",0.212605797578435
"chr2:150735369-150736684","chr2:150643373-150644838",0.240088423214342
"chr2:150735369-150736684","chr2:150660385-150662101",0.218941298734578
"chr2:150735369-150736684","chr2:150687889-150690510",0.212605797578435
"chr2:150735369-150736684","chr2:150765461-150766166",0.346335466886328
"chr2:150735369-150736684","chr2:150770193-150773267",0.352993366335272
"chr2:150748385-150750756","chr2:150310835-150312047",0.234394030820188
"chr2:150748385-150750756","chr2:150607768-150609946",0.254728489654242
"chr2:150765461-150766166","chr2:150643373-150644838",0.63798885690209
"chr2:150765461-150766166","chr2:150657248-150658258",0.491236163630666
"chr2:150765461-150766166","chr2:150665476-150668879",0.23851406484785
"chr2:150765461-150766166","chr2:150735369-150736684",0.346335466886328
"chr2:150770193-150773267","chr2:150660385-150662101",0.366481017974914
"chr2:150770193-150773267","chr2:150735369-150736684",0.352993366335272
"chr2:150775504-150776210","chr2:150662862-150664285",0.207216659842069
"chr2:150807976-150808930","chr2:150643373-150644838",0.254152135129758
"chr2:150844757-150845355","chr2:150643373-150644838",0.244768013282544
"chr2:150903587-150905487","chr2:150643373-150644838",0.274553990769028
"chr2:150903587-150905487","chr2:151007773-151010096",0.293936139180214
"chr2:151007773-151010096","chr2:150903587-150905487",0.293936139180214
"chr2:151037962-151040110","chr2:151493637-151495091",0.201831184806462
"chr2:151493637-151495091","chr2:151037962-151040110",0.201831184806462
"chr2:151493637-151495091","chr2:151574680-151576897",0.202110124990701
"chr2:151493637-151495091","chr2:151701277-151704102",0.25159696139716
"chr2:151535938-151536981","chr2:151603452-151606296",0.244486953704633
"chr2:151541562-151544188","chr2:151969574-151976273",0.339002676271419
"chr2:151574680-151576897","chr2:151493637-151495091",0.202110124990701
"chr2:151574680-151576897","chr2:151740471-151741940",0.275532403028459
"chr2:151574680-151576897","chr2:151949072-151949801",0.223902382468072
"chr2:151574680-151576897","chr2:151969574-151976273",0.389353333408338
"chr2:151602127-151602548","chr2:151603452-151606296",0.259610290246836
"chr2:151603452-151606296","chr2:151535938-151536981",0.244486953704633
"chr2:151603452-151606296","chr2:151602127-151602548",0.259610290246836
"chr2:151603452-151606296","chr2:151766914-151767353",0.222030251035694
"chr2:151603452-151606296","chr2:151893292-151894890",0.599278826103321
"chr2:151603452-151606296","chr2:151938753-151939262",0.327577187462485
"chr2:151701277-151704102","chr2:151493637-151495091",0.25159696139716
"chr2:151740471-151741940","chr2:151574680-151576897",0.275532403028459
"chr2:151740471-151741940","chr2:151949072-151949801",0.209733628604095
"chr2:151766914-151767353","chr2:151603452-151606296",0.222030251035694
"chr2:151893292-151894890","chr2:151603452-151606296",0.599278826103321
"chr2:151893292-151894890","chr2:152068710-152070080",0.421385319345831
"chr2:151938753-151939262","chr2:151603452-151606296",0.327577187462485
"chr2:151938753-151939262","chr2:152068710-152070080",0.236159738774018
"chr2:151949072-151949801","chr2:151574680-151576897",0.223902382468072
"chr2:151949072-151949801","chr2:151740471-151741940",0.209733628604095
"chr2:151949072-151949801","chr2:152079119-152085106",0.314001014830283
"chr2:151966763-151968109","chr2:152046957-152051265",0.232361132837557
"chr2:151966763-151968109","chr2:152055018-152057462",0.458773198617924
"chr2:151966763-151968109","chr2:152068710-152070080",0.234458260452371
"chr2:151969574-151976273","chr2:151541562-151544188",0.339002676271419
"chr2:151969574-151976273","chr2:151574680-151576897",0.389353333408338
"chr2:151969574-151976273","chr2:152046957-152051265",0.260149168845817
"chr2:151969574-151976273","chr2:152091293-152100135",0.210890366248384
"chr2:151969574-151976273","chr2:152225779-152227870",0.225075390150256
"chr2:151979248-151980844","chr2:152068710-152070080",0.204695849434999
"chr2:151979248-151980844","chr2:152079119-152085106",0.227768394893461
"chr2:151979248-151980844","chr2:152104503-152106270",0.225336185989331
"chr2:151990803-151991558","chr2:152055018-152057462",0.236117184049921
"chr2:151990803-151991558","chr2:152139019-152144986",0.317376124628975
"chr2:152028718-152030549","chr2:152046957-152051265",0.250543825761075
"chr2:152046957-152051265","chr2:151966763-151968109",0.232361132837557
"chr2:152046957-152051265","chr2:151969574-151976273",0.260149168845817
"chr2:152046957-152051265","chr2:152028718-152030549",0.250543825761075
"chr2:152046957-152051265","chr2:152055018-152057462",0.393567501559707
"chr2:152046957-152051265","chr2:152091293-152100135",0.295406047673902
"chr2:152055018-152057462","chr2:151966763-151968109",0.458773198617924
"chr2:152055018-152057462","chr2:151990803-151991558",0.236117184049921
"chr2:152055018-152057462","chr2:152046957-152051265",0.393567501559707
"chr2:152055018-152057462","chr2:152068710-152070080",0.204576201392873
"chr2:152055018-152057462","chr2:152139019-152144986",0.200340097725416
"chr2:152068710-152070080","chr2:151893292-151894890",0.421385319345831
"chr2:152068710-152070080","chr2:151938753-151939262",0.236159738774018
"chr2:152068710-152070080","chr2:151966763-151968109",0.234458260452371
"chr2:152068710-152070080","chr2:151979248-151980844",0.204695849434999
"chr2:152068710-152070080","chr2:152055018-152057462",0.204576201392873
"chr2:152068710-152070080","chr2:152114103-152115426",0.280404284370966
"chr2:152079119-152085106","chr2:151949072-151949801",0.314001014830283
"chr2:152079119-152085106","chr2:151979248-151980844",0.227768394893461
"chr2:152079119-152085106","chr2:152104503-152106270",0.256158395622857
"chr2:152079119-152085106","chr2:152225779-152227870",0.410364674755828
"chr2:152079119-152085106","chr2:152293133-152294822",0.303687645873503
"chr2:152079119-152085106","chr2:152331651-152333650",0.361847961108548
"chr2:152079119-152085106","chr2:152390584-152400324",0.539852014432074
"chr2:152079119-152085106","chr2:152410547-152415762",0.317942172847074
"chr2:152091293-152100135","chr2:151969574-151976273",0.210890366248384
"chr2:152091293-152100135","chr2:152046957-152051265",0.295406047673902
"chr2:152104503-152106270","chr2:151979248-151980844",0.225336185989331
"chr2:152104503-152106270","chr2:152079119-152085106",0.256158395622857
"chr2:152104503-152106270","chr2:152225779-152227870",0.23132662482224
"chr2:152104503-152106270","chr2:152331651-152333650",0.28690782708634
"chr2:152104503-152106270","chr2:152390584-152400324",0.249357663523961
"chr2:152104503-152106270","chr2:152410547-152415762",0.400256447150505
"chr2:152114103-152115426","chr2:152068710-152070080",0.280404284370966
"chr2:152139019-152144986","chr2:151990803-151991558",0.317376124628975
"chr2:152139019-152144986","chr2:152055018-152057462",0.200340097725416
"chr2:152225779-152227870","chr2:151969574-151976273",0.225075390150256
"chr2:152225779-152227870","chr2:152079119-152085106",0.410364674755828
"chr2:152225779-152227870","chr2:152104503-152106270",0.23132662482224
"chr2:152225779-152227870","chr2:152293133-152294822",0.269393972307291
"chr2:152225779-152227870","chr2:152331651-152333650",0.234743750687081
"chr2:152225779-152227870","chr2:152390584-152400324",0.569630658294417
"chr2:152293133-152294822","chr2:152079119-152085106",0.303687645873503
"chr2:152293133-152294822","chr2:152225779-152227870",0.269393972307291
"chr2:152293133-152294822","chr2:152331651-152333650",0.269231328319525
"chr2:152293133-152294822","chr2:152390584-152400324",0.358004291095006
"chr2:152293133-152294822","chr2:152653824-152655197",0.261493121541742
"chr2:152331651-152333650","chr2:152079119-152085106",0.361847961108548
"chr2:152331651-152333650","chr2:152104503-152106270",0.28690782708634
"chr2:152331651-152333650","chr2:152225779-152227870",0.234743750687081
"chr2:152331651-152333650","chr2:152293133-152294822",0.269231328319525
"chr2:152331651-152333650","chr2:152342804-152345163",0.200697150981042
"chr2:152331651-152333650","chr2:152390584-152400324",0.364673993191178
"chr2:152331651-152333650","chr2:152410547-152415762",0.400126425204712
"chr2:152331651-152333650","chr2:152686031-152687911",0.247538423474641
"chr2:152331651-152333650","chr2:152732884-152740242",0.426354903530068
"chr2:152342804-152345163","chr2:152331651-152333650",0.200697150981042
"chr2:152375429-152377044","chr2:152390584-152400324",0.203642867801055
"chr2:152375429-152377044","chr2:152653824-152655197",0.237813607512778
"chr2:152390584-152400324","chr2:152079119-152085106",0.539852014432073
"chr2:152390584-152400324","chr2:152104503-152106270",0.249357663523961
"chr2:152390584-152400324","chr2:152225779-152227870",0.569630658294417
"chr2:152390584-152400324","chr2:152293133-152294822",0.358004291095006
"chr2:152390584-152400324","chr2:152331651-152333650",0.364673993191178
"chr2:152390584-152400324","chr2:152375429-152377044",0.203642867801055
"chr2:152390584-152400324","chr2:152410547-152415762",0.292796447876123
"chr2:152390584-152400324","chr2:152653824-152655197",0.408399734288844
"chr2:152390584-152400324","chr2:152668822-152672123",0.352669505233048
"chr2:152390584-152400324","chr2:152678017-152680655",0.292763128595655
